timestamp,name,attribute_name,value
2021-10-28 04:16:44.803,EV Chargers,power,6.666
2021-10-28 04:47:03.735,EV Chargers,power,5.808
2021-10-28 05:17:20.813,EV Chargers,power,4.427
2021-10-28 05:47:40.047,EV Chargers,power,10.145
2021-10-28 06:18:02.439,EV Chargers,power,19.746
2021-10-28 06:48:22.31,EV Chargers,power,38.872
2021-10-28 07:18:40.949,EV Chargers,power,54.452
2021-10-28 07:49:02.367,EV Chargers,power,64.946
2021-10-28 08:19:23.311,EV Chargers,power,67.213
2021-10-28 08:49:47.411,EV Chargers,power,69.284
2021-10-28 09:20:09.257,EV Chargers,power,68.631
2021-10-28 09:50:41.143,EV Chargers,power,71.88
2021-10-28 10:21:09.483,EV Chargers,power,70.079
2021-10-28 10:51:31.524,EV Chargers,power,76.644
2021-10-28 11:51:55.331,EV Chargers,power,72.783
2021-10-28 12:22:24.218,EV Chargers,power,64.017
2021-10-28 12:52:46.214,EV Chargers,power,71.963
2021-10-28 13:22:46.704,EV Chargers,power,71.838
2021-10-28 13:53:14.624,EV Chargers,power,75.287
2021-10-28 14:23:35.129,EV Chargers,power,86.832
2021-10-28 14:53:56.174,EV Chargers,power,92.345
2021-10-28 15:24:28.712,EV Chargers,power,111.584
2021-10-28 15:54:29.595,EV Chargers,power,130.538
2021-10-28 16:24:48.382,EV Chargers,power,156.216
2021-10-28 16:55:11.381,EV Chargers,power,165.966
2021-10-28 17:25:33.53,EV Chargers,power,166.008
2021-10-28 17:55:53.634,EV Chargers,power,167.905
2021-10-28 18:25:54.531,EV Chargers,power,157.054
2021-10-28 18:56:15.788,EV Chargers,power,149.015
2021-10-28 19:26:39.948,EV Chargers,power,145.06
2021-10-28 19:57:02.595,EV Chargers,power,142.511
2021-10-28 20:27:22.865,EV Chargers,power,138.006
2021-10-28 20:57:40.94,EV Chargers,power,135.886
2021-10-28 21:27:59.766,EV Chargers,power,133.99
2021-10-28 22:28:36.708,EV Chargers,power,112.049
2021-10-28 22:58:55.493,EV Chargers,power,97.691
2021-10-28 23:29:15.808,EV Chargers,power,81.746
2021-10-28 23:59:36.394,EV Chargers,power,67.52
2021-10-29 00:30:02.228,EV Chargers,power,51.159
2021-10-29 01:00:02.894,EV Chargers,power,37.37
2021-10-29 01:30:27.607,EV Chargers,power,27.627
2021-10-29 02:00:49.754,EV Chargers,power,20.634
2021-10-29 02:31:14.946,EV Chargers,power,13.497
2021-10-29 03:01:35.914,EV Chargers,power,10.072
2021-10-29 03:32:00.8,EV Chargers,power,5.957
2021-10-29 04:02:29.398,EV Chargers,power,4.724
2021-10-29 04:32:48.901,EV Chargers,power,4.644
2021-10-29 05:03:09.589,EV Chargers,power,4.635
2021-10-29 05:33:10.28,EV Chargers,power,9.477
2021-10-29 06:03:45.34,EV Chargers,power,18.36
2021-10-29 06:33:46.022,EV Chargers,power,33.172
